id,title,difficulty,url
1649,Create Sorted Array through Instructions,Hard,https://leetcode.com/problems/create-sorted-array-through-instructions
1652,Defuse the Bomb,Easy,https://leetcode.com/problems/defuse-the-bomb
1653,Minimum Deletions to Make String Balanced,Medium,https://leetcode.com/problems/minimum-deletions-to-make-string-balanced
1654,Minimum Jumps to Reach Home,Medium,https://leetcode.com/problems/minimum-jumps-to-reach-home
1655,Distribute Repeating Integers,Hard,https://leetcode.com/problems/distribute-repeating-integers
1656,Design an Ordered Stream,Easy,https://leetcode.com/problems/design-an-ordered-stream
1657,Determine if Two Strings Are Close,Medium,https://leetcode.com/problems/determine-if-two-strings-are-close
1658,Minimum Operations to Reduce X to Zero,Medium,https://leetcode.com/problems/minimum-operations-to-reduce-x-to-zero
1659,Maximize Grid Happiness,Hard,https://leetcode.com/problems/maximize-grid-happiness
1662,Check If Two String Arrays are Equivalent,Easy,https://leetcode.com/problems/check-if-two-string-arrays-are-equivalent
1663,Smallest String With A Given Numeric Value,Medium,https://leetcode.com/problems/smallest-string-with-a-given-numeric-value
1664,Ways to Make a Fair Array,Medium,https://leetcode.com/problems/ways-to-make-a-fair-array
1665,Minimum Initial Energy to Finish Tasks,Hard,https://leetcode.com/problems/minimum-initial-energy-to-finish-tasks
1668,Maximum Repeating Substring,Easy,https://leetcode.com/problems/maximum-repeating-substring
1669,Merge In Between Linked Lists,Medium,https://leetcode.com/problems/merge-in-between-linked-lists
1670,Design Front Middle Back Queue,Medium,https://leetcode.com/problems/design-front-middle-back-queue
1671,Minimum Number of Removals to Make Mountain Array,Hard,https://leetcode.com/problems/minimum-number-of-removals-to-make-mountain-array
1672,Richest Customer Wealth,Easy,https://leetcode.com/problems/richest-customer-wealth
1673,Find the Most Competitive Subsequence,Medium,https://leetcode.com/problems/find-the-most-competitive-subsequence
1674,Minimum Moves to Make Array Complementary,Medium,https://leetcode.com/problems/minimum-moves-to-make-array-complementary
1675,Minimize Deviation in Array,Hard,https://leetcode.com/problems/minimize-deviation-in-array
1678,Goal Parser Interpretation,Easy,https://leetcode.com/problems/goal-parser-interpretation
1679,Max Number of K-Sum Pairs,Medium,https://leetcode.com/problems/max-number-of-k-sum-pairs
1680,Concatenation of Consecutive Binary Numbers,Medium,https://leetcode.com/problems/concatenation-of-consecutive-binary-numbers
1681,Minimum Incompatibility,Hard,https://leetcode.com/problems/minimum-incompatibility
1684,Count the Number of Consistent Strings,Easy,https://leetcode.com/problems/count-the-number-of-consistent-strings
1685,Sum of Absolute Differences in a Sorted Array,Medium,https://leetcode.com/problems/sum-of-absolute-differences-in-a-sorted-array
1686,Stone Game VI,Medium,https://leetcode.com/problems/stone-game-vi
1687,Delivering Boxes from Storage to Ports,Hard,https://leetcode.com/problems/delivering-boxes-from-storage-to-ports
1688,Count of Matches in Tournament,Easy,https://leetcode.com/problems/count-of-matches-in-tournament
1689,Partitioning Into Minimum Number Of Deci-Binary Numbers,Medium,https://leetcode.com/problems/partitioning-into-minimum-number-of-deci-binary-numbers
1690,Stone Game VII,Medium,https://leetcode.com/problems/stone-game-vii
1691,Maximum Height by Stacking Cuboids,Hard,https://leetcode.com/problems/maximum-height-by-stacking-cuboids
1694,Reformat Phone Number,Easy,https://leetcode.com/problems/reformat-phone-number
1695,Maximum Erasure Value,Medium,https://leetcode.com/problems/maximum-erasure-value
1696,Jump Game VI,Medium,https://leetcode.com/problems/jump-game-vi
1697,Checking Existence of Edge Length Limited Paths,Hard,https://leetcode.com/problems/checking-existence-of-edge-length-limited-paths
1700,Number of Students Unable to Eat Lunch,Easy,https://leetcode.com/problems/number-of-students-unable-to-eat-lunch
1701,Average Waiting Time,Medium,https://leetcode.com/problems/average-waiting-time
1702,Maximum Binary String After Change,Medium,https://leetcode.com/problems/maximum-binary-string-after-change
1703,Minimum Adjacent Swaps for K Consecutive Ones,Hard,https://leetcode.com/problems/minimum-adjacent-swaps-for-k-consecutive-ones
1704,Determine if String Halves Are Alike,Easy,https://leetcode.com/problems/determine-if-string-halves-are-alike
1705,Maximum Number of Eaten Apples,Medium,https://leetcode.com/problems/maximum-number-of-eaten-apples
1706,Where Will the Ball Fall,Medium,https://leetcode.com/problems/where-will-the-ball-fall
1707,Maximum XOR With an Element From Array,Hard,https://leetcode.com/problems/maximum-xor-with-an-element-from-array
1710,Maximum Units on a Truck,Easy,https://leetcode.com/problems/maximum-units-on-a-truck
1711,Count Good Meals,Medium,https://leetcode.com/problems/count-good-meals
1712,Ways to Split Array Into Three Subarrays,Medium,https://leetcode.com/problems/ways-to-split-array-into-three-subarrays
1713,Minimum Operations to Make a Subsequence,Hard,https://leetcode.com/problems/minimum-operations-to-make-a-subsequence
1716,Calculate Money in Leetcode Bank,Easy,https://leetcode.com/problems/calculate-money-in-leetcode-bank
1717,Maximum Score From Removing Substrings,Medium,https://leetcode.com/problems/maximum-score-from-removing-substrings
1718,Construct the Lexicographically Largest Valid Sequence,Medium,https://leetcode.com/problems/construct-the-lexicographically-largest-valid-sequence
1719,Number Of Ways To Reconstruct A Tree,Hard,https://leetcode.com/problems/number-of-ways-to-reconstruct-a-tree
1720,Decode XORed Array,Easy,https://leetcode.com/problems/decode-xored-array
1721,Swapping Nodes in a Linked List,Medium,https://leetcode.com/problems/swapping-nodes-in-a-linked-list
1722,Minimize Hamming Distance After Swap Operations,Medium,https://leetcode.com/problems/minimize-hamming-distance-after-swap-operations
1723,Find Minimum Time to Finish All Jobs,Hard,https://leetcode.com/problems/find-minimum-time-to-finish-all-jobs
1725,Number Of Rectangles That Can Form The Largest Square,Easy,https://leetcode.com/problems/number-of-rectangles-that-can-form-the-largest-square
1726,Tuple with Same Product,Medium,https://leetcode.com/problems/tuple-with-same-product
1727,Largest Submatrix With Rearrangements,Medium,https://leetcode.com/problems/largest-submatrix-with-rearrangements
1728,Cat and Mouse II,Hard,https://leetcode.com/problems/cat-and-mouse-ii
1732,Find the Highest Altitude,Easy,https://leetcode.com/problems/find-the-highest-altitude
1733,Minimum Number of People to Teach,Medium,https://leetcode.com/problems/minimum-number-of-people-to-teach
1734,Decode XORed Permutation,Medium,https://leetcode.com/problems/decode-xored-permutation
1735,Count Ways to Make Array With Product,Hard,https://leetcode.com/problems/count-ways-to-make-array-with-product
1736,Latest Time by Replacing Hidden Digits,Easy,https://leetcode.com/problems/latest-time-by-replacing-hidden-digits
1737,Change Minimum Characters to Satisfy One of Three Conditions,Medium,https://leetcode.com/problems/change-minimum-characters-to-satisfy-one-of-three-conditions
1738,Find Kth Largest XOR Coordinate Value,Medium,https://leetcode.com/problems/find-kth-largest-xor-coordinate-value
1739,Building Boxes,Hard,https://leetcode.com/problems/building-boxes
1742,Maximum Number of Balls in a Box,Easy,https://leetcode.com/problems/maximum-number-of-balls-in-a-box
1743,Restore the Array From Adjacent Pairs,Medium,https://leetcode.com/problems/restore-the-array-from-adjacent-pairs
1744,Can You Eat Your Favorite Candy on Your Favorite Day?,Medium,https://leetcode.com/problems/can-you-eat-your-favorite-candy-on-your-favorite-day
1745,Palindrome Partitioning IV,Hard,https://leetcode.com/problems/palindrome-partitioning-iv
1748,Sum of Unique Elements,Easy,https://leetcode.com/problems/sum-of-unique-elements
1749,Maximum Absolute Sum of Any Subarray,Medium,https://leetcode.com/problems/maximum-absolute-sum-of-any-subarray
1750,Minimum Length of String After Deleting Similar Ends,Medium,https://leetcode.com/problems/minimum-length-of-string-after-deleting-similar-ends
1751,Maximum Number of Events That Can Be Attended II,Hard,https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended-ii
1752,Check if Array Is Sorted and Rotated,Easy,https://leetcode.com/problems/check-if-array-is-sorted-and-rotated
1753,Maximum Score From Removing Stones,Medium,https://leetcode.com/problems/maximum-score-from-removing-stones
1754,Largest Merge Of Two Strings,Medium,https://leetcode.com/problems/largest-merge-of-two-strings
1755,Closest Subsequence Sum,Hard,https://leetcode.com/problems/closest-subsequence-sum
1758,Minimum Changes To Make Alternating Binary String,Easy,https://leetcode.com/problems/minimum-changes-to-make-alternating-binary-string
1759,Count Number of Homogenous Substrings,Medium,https://leetcode.com/problems/count-number-of-homogenous-substrings
1760,Minimum Limit of Balls in a Bag,Medium,https://leetcode.com/problems/minimum-limit-of-balls-in-a-bag
1761,Minimum Degree of a Connected Trio in a Graph,Hard,https://leetcode.com/problems/minimum-degree-of-a-connected-trio-in-a-graph
1763,Longest Nice Substring,Easy,https://leetcode.com/problems/longest-nice-substring
1764,Form Array by Concatenating Subarrays of Another Array,Medium,https://leetcode.com/problems/form-array-by-concatenating-subarrays-of-another-array
1765,Map of Highest Peak,Medium,https://leetcode.com/problems/map-of-highest-peak
1766,Tree of Coprimes,Hard,https://leetcode.com/problems/tree-of-coprimes
1768,Merge Strings Alternately,Easy,https://leetcode.com/problems/merge-strings-alternately
1769,Minimum Number of Operations to Move All Balls to Each Box,Medium,https://leetcode.com/problems/minimum-number-of-operations-to-move-all-balls-to-each-box
1770,Maximum Score from Performing Multiplication Operations,Medium,https://leetcode.com/problems/maximum-score-from-performing-multiplication-operations
1771,Maximize Palindrome Length From Subsequences,Hard,https://leetcode.com/problems/maximize-palindrome-length-from-subsequences
1773,Count Items Matching a Rule,Easy,https://leetcode.com/problems/count-items-matching-a-rule
1774,Closest Dessert Cost,Medium,https://leetcode.com/problems/closest-dessert-cost
1775,Equal Sum Arrays With Minimum Number of Operations,Medium,https://leetcode.com/problems/equal-sum-arrays-with-minimum-number-of-operations
1776,Car Fleet II,Hard,https://leetcode.com/problems/car-fleet-ii
1779,Find Nearest Point That Has the Same X or Y Coordinate,Easy,https://leetcode.com/problems/find-nearest-point-that-has-the-same-x-or-y-coordinate
1780,Check if Number is a Sum of Powers of Three,Medium,https://leetcode.com/problems/check-if-number-is-a-sum-of-powers-of-three
1781,Sum of Beauty of All Substrings,Medium,https://leetcode.com/problems/sum-of-beauty-of-all-substrings
1782,Count Pairs Of Nodes,Hard,https://leetcode.com/problems/count-pairs-of-nodes
1784,Check if Binary String Has at Most One Segment of Ones,Easy,https://leetcode.com/problems/check-if-binary-string-has-at-most-one-segment-of-ones
1785,Minimum Elements to Add to Form a Given Sum,Medium,https://leetcode.com/problems/minimum-elements-to-add-to-form-a-given-sum
1786,Number of Restricted Paths From First to Last Node,Medium,https://leetcode.com/problems/number-of-restricted-paths-from-first-to-last-node
1787,Make the XOR of All Segments Equal to Zero,Hard,https://leetcode.com/problems/make-the-xor-of-all-segments-equal-to-zero
1790,Check if One String Swap Can Make Strings Equal,Easy,https://leetcode.com/problems/check-if-one-string-swap-can-make-strings-equal
1791,Find Center of Star Graph,Medium,https://leetcode.com/problems/find-center-of-star-graph
1792,Maximum Average Pass Ratio,Medium,https://leetcode.com/problems/maximum-average-pass-ratio
1793,Maximum Score of a Good Subarray,Hard,https://leetcode.com/problems/maximum-score-of-a-good-subarray
1796,Second Largest Digit in a String,Easy,https://leetcode.com/problems/second-largest-digit-in-a-string
1797,Design Authentication Manager,Medium,https://leetcode.com/problems/design-authentication-manager
1798,Maximum Number of Consecutive Values You Can Make,Medium,https://leetcode.com/problems/maximum-number-of-consecutive-values-you-can-make
1799,Maximize Score After N Operations,Hard,https://leetcode.com/problems/maximize-score-after-n-operations
1800,Maximum Ascending Subarray Sum,Easy,https://leetcode.com/problems/maximum-ascending-subarray-sum
1801,Number of Orders in the Backlog,Medium,https://leetcode.com/problems/number-of-orders-in-the-backlog
1802,Maximum Value at a Given Index in a Bounded Array,Medium,https://leetcode.com/problems/maximum-value-at-a-given-index-in-a-bounded-array
1803,Count Pairs With XOR in a Range,Hard,https://leetcode.com/problems/count-pairs-with-xor-in-a-range
1805,Number of Different Integers in a String,Easy,https://leetcode.com/problems/number-of-different-integers-in-a-string
1806,Minimum Number of Operations to Reinitialize a Permutation,Medium,https://leetcode.com/problems/minimum-number-of-operations-to-reinitialize-a-permutation
1807,Evaluate the Bracket Pairs of a String,Medium,https://leetcode.com/problems/evaluate-the-bracket-pairs-of-a-string
1808,Maximize Number of Nice Divisors,Hard,https://leetcode.com/problems/maximize-number-of-nice-divisors
1812,Determine Color of a Chessboard Square,Easy,https://leetcode.com/problems/determine-color-of-a-chessboard-square
1813,Sentence Similarity III,Medium,https://leetcode.com/problems/sentence-similarity-iii
1814,Count Nice Pairs in an Array,Medium,https://leetcode.com/problems/count-nice-pairs-in-an-array
1815,Maximum Number of Groups Getting Fresh Donuts,Hard,https://leetcode.com/problems/maximum-number-of-groups-getting-fresh-donuts
1816,Truncate Sentence,Easy,https://leetcode.com/problems/truncate-sentence
1817,Finding the Users Active Minutes,Medium,https://leetcode.com/problems/finding-the-users-active-minutes
1818,Minimum Absolute Sum Difference,Medium,https://leetcode.com/problems/minimum-absolute-sum-difference
1819,Number of Different Subsequences GCDs,Hard,https://leetcode.com/problems/number-of-different-subsequences-gcds
1822,Sign of the Product of an Array,Easy,https://leetcode.com/problems/sign-of-the-product-of-an-array
1823,Find the Winner of the Circular Game,Medium,https://leetcode.com/problems/find-the-winner-of-the-circular-game
1824,Minimum Sideway Jumps,Medium,https://leetcode.com/problems/minimum-sideway-jumps
1825,Finding MK Average,Hard,https://leetcode.com/problems/finding-mk-average
